Code,Year,Estimate,MOE,source,sumlevel,geoid,county,state,st,cnty,fips,Line_Type,Tenure,Race/ethnicity,Cost burden
T9_est41,2016,20,12,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2016,20,18,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2016,15,13,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2016,240,63,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2016,160,55,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2016,40,32,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2016,35,20,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2016,4,1,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2016,4,14,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2016,4,14,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2016,4,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2016,4,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est57,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est58,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est59,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Pacific Islander alone, non-Hispanic",All
T9_est60,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est61,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est62,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est63,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est64,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"Hispanic, any race",All
T9_est65,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",less than or equal to 30%
T9_est66,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est67,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",greater than 50%
T9_est68,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"Hispanic, any race",not computed (no/negative income)
T9_est69,2016,15,15,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Subtotal,Renter occupied,"other (including multiple races, non-Hispanic)",All
T9_est70,2016,15,15,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est71,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est72,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est73,2016,0,17,2012thru2016,050,05000US51036,Charles City County, Virginia,51,036,51036,Detail,Renter occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est1,2016,118910,744,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Total,Total: Occupied housing units,All,All
T9_est2,2016,89855,1038,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,All,All
T9_est3,2016,66470,809,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"White alone, non-Hispanic",All
T9_est4,2016,54470,870,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est5,2016,7805,511,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est6,2016,3920,431,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",greater than 50%
T9_est7,2016,270,115,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est8,2016,15535,620,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Black or African-American alone, non-Hispanic",All
T9_est9,2016,11485,598,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est10,2016,2505,296,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est11,2016,1440,254,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est12,2016,100,55,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est13,2016,2505,229,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Asian alone, non-Hispanic",All
T9_est14,2016,1785,215,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est15,2016,460,148,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est16,2016,255,120,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est17,2016,4,14,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est18,2016,180,93,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est19,2016,105,56,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est20,2016,0,28,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est21,2016,70,85,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 50%
T9_est22,2016,10,15,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"American Indian or Alaska Native alone, non-Hispanic",not computed (no/negative income)
T9_est23,2016,20,31,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Pacific Islander alone, non-Hispanic",All
T9_est24,2016,20,31,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",less than or equal to 30%
T9_est25,2016,0,28,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est26,2016,0,28,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",greater than 50%
T9_est27,2016,0,28,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Pacific Islander alone, non-Hispanic",not computed (no/negative income)
T9_est28,2016,3910,325,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"Hispanic, any race",All
T9_est29,2016,2660,372,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",less than or equal to 30%
T9_est30,2016,780,193,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",greater than 30% but less than or equal to 50%
T9_est31,2016,365,123,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",greater than 50%
T9_est32,2016,110,113,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"Hispanic, any race",not computed (no/negative income)
T9_est33,2016,1235,207,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Owner occupied,"other (including multiple races, non-Hispanic)",All
T9_est34,2016,955,175,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",less than or equal to 30%
T9_est35,2016,150,84,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 30% but less than or equal to 50%
T9_est36,2016,130,64,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",greater than 50%
T9_est37,2016,0,28,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Owner occupied,"other (including multiple races, non-Hispanic)",not computed (no/negative income)
T9_est38,2016,29050,968,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,All,All
T9_est39,2016,14835,787,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"White alone, non-Hispanic",All
T9_est40,2016,8340,594,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",less than or equal to 30%
T9_est41,2016,3270,390,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est42,2016,3075,406,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",greater than 50%
T9_est43,2016,150,95,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"White alone, non-Hispanic",not computed (no/negative income)
T9_est44,2016,9530,563,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"Black or African-American alone, non-Hispanic",All
T9_est45,2016,4925,493,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",less than or equal to 30%
T9_est46,2016,2415,391,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est47,2016,1965,289,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",greater than 50%
T9_est48,2016,220,128,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Black or African-American alone, non-Hispanic",not computed (no/negative income)
T9_est49,2016,860,184,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"Asian alone, non-Hispanic",All
T9_est50,2016,500,142,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",less than or equal to 30%
T9_est51,2016,250,105,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 30% but less than or equal to 50%
T9_est52,2016,95,62,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",greater than 50%
T9_est53,2016,20,25,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"Asian alone, non-Hispanic",not computed (no/negative income)
T9_est54,2016,110,65,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Subtotal,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",All
T9_est55,2016,30,30,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",less than or equal to 30%
T9_est56,2016,85,60,2012thru2016,050,05000US51041,Chesterfield County, Virginia,51,041,51041,Detail,Renter occupied,"American Indian or Alaska Native alone, non-Hispanic",greater than 30% but less than or equal to 50%
